Company,Quarter,Percentage Change (%),Volume,Volatility,Quarter ROI (%),ROI on $1500 ($),Growth Factor,Cumulative ROI on $1500 ($)
AT&T,2020Q1,-22.696858414527078,3788275272,2.5741882798392473,-25.561797155031822,-383.43,0.7443820284496818,1116.57
AT&T,2020Q2,6.987519470021096,3247371887,0.8528412161366365,6.518678318301334,97.78,1.0651867831830133,1214.35
AT&T,2020Q3,-5.083615011741093,2783972152,0.4690405351389184,-5.376697368460754,-80.65,0.9462330263153924,1133.7
AT&T,2020Q4,-0.14040442146287224,3504242716,0.8413160400817273,0.8415138696117039,12.62,1.008415138696117,1146.32
AT&T,2021Q1,4.110059767278522,3620696860,0.4816059705193589,2.994212535825267,44.91,1.0299421253582526,1191.23
AT&T,2021Q2,-5.940267958433092,3756694829,0.8904636704538818,-4.828039577528374,-72.42,0.9517196042247162,1118.81
AT&T,2021Q3,-5.599447845480015,2709809752,0.40267793934238644,-6.507439495018002,-97.61,0.93492560504982,1021.2
AT&T,2021Q4,-8.983804046329197,4452803979,0.9385283090171035,-9.35888636872864,-140.38,0.9064111363127136,880.82
T-Mobile,2020Q1,5.662304090846784,328931400,7.064550958880624,6.364103001085505,95.46,1.063641030010855,1595.46
T-Mobile,2020Q2,24.397985366582425,508900300,7.501845739091895,25.49705290611542,382.46,1.2549705290611541,1977.92
T-Mobile,2020Q3,6.8124032262714005,287853100,4.4485657585187575,8.213474905479035,123.2,1.0821347490547903,2101.12
T-Mobile,2020Q4,15.052268240089978,236239500,8.568223587122711,17.260874872622285,258.91,1.172608748726223,2360.03
T-Mobile,2021Q1,-6.176842957174915,298304900,4.14177517298823,-6.708862197685958,-100.63,0.9329113780231404,2259.4
T-Mobile,2021Q2,13.756368960503524,258023500,6.0631105895471515,15.072303455195524,226.08,1.1507230345519552,2485.48
T-Mobile,2021Q3,-11.35956716859482,286484700,7.235863362816997,-11.60923753240012,-174.14,0.8839076246759988,2311.34
T-Mobile,2021Q4,-8.078262322967625,324331000,3.704423954967091,-8.734654008644005,-131.02,0.91265345991356,2180.32
Verizon,2020Q1,-11.433250826314675,1309337900,3.0368065678568748,-12.463345377575783,-186.95,0.8753665462242421,1313.05
Verizon,2020Q2,3.779289624340249,1067560900,1.4078669281413028,5.009525844029017,75.14,1.0500952584402903,1388.19
Verizon,2020Q3,8.761662842433111,859781900,1.917425290116637,7.986933225071362,119.8,1.0798693322507136,1507.99
Verizon,2020Q4,-2.338098186392202,961922000,1.4189185299306755,-1.0942786349857565,-16.41,0.9890572136501424,1491.58
Verizon,2021Q1,-0.7646507390141577,1270636400,1.3299551111144836,-1.3738086349581813,-20.61,0.9862619136504182,1470.97
Verizon,2021Q2,-4.356776927559029,1031240300,0.9562556242520268,-3.4298546410999107,-51.45,0.965701453589001,1419.52
Verizon,2021Q3,-3.17996249140863,951584000,0.7405645363657398,-3.8625880595494744,-57.94,0.9613741194045052,1361.58
Verizon,2021Q4,-3.86740055916578,1373874500,1.1070567759625751,-3.813404953414722,-57.2,0.9618659504658528,1304.38
