index,Date,Company,Open,High,Low,Close,Adj Close,Volume,Year,Quarter
967,2021-11-01,Chevron,115.02999877929688,115.08999633789062,114.05000305175781,114.52999877929688,101.83855438232422,11213800,2021,2021Q4
968,2021-11-02,Chevron,114.18000030517578,114.19000244140625,113.20999908447266,113.83000183105469,101.21612548828125,9189700,2021,2021Q4
969,2021-11-03,Chevron,112.2699966430664,113.2699966430664,111.97000122070312,113.01000213623047,100.48698425292969,10416000,2021,2021Q4
970,2021-11-04,Chevron,114.22000122070312,114.26000213623047,112.91000366210938,113.51000213623047,100.93157958984375,9673000,2021,2021Q4
971,2021-11-05,Chevron,114.2699966430664,115.05000305175781,113.93000030517578,114.73999786376953,102.0252914428711,8102100,2021,2021Q4
972,2021-11-08,Chevron,115.08999633789062,115.98999786376953,114.69000244140625,115.1500015258789,102.38985443115234,7695900,2021,2021Q4
973,2021-11-09,Chevron,115.2699966430664,116.12000274658203,114.45999908447266,116.0,103.1456527709961,10945900,2021,2021Q4
974,2021-11-10,Chevron,115.76000213623047,116.20999908447266,113.66000366210938,114.1500015258789,101.50065612792969,10305100,2021,2021Q4
975,2021-11-11,Chevron,113.5999984741211,114.66999816894531,113.56999969482422,114.16000366210938,101.50955963134766,7317500,2021,2021Q4
976,2021-11-12,Chevron,113.80000305175781,114.30999755859375,113.58999633789062,114.2300033569336,101.57180786132812,8682800,2021,2021Q4
977,2021-11-15,Chevron,114.94999694824219,116.94999694824219,114.2699966430664,116.81999969482422,103.87478637695312,11050400,2021,2021Q4
978,2021-11-16,Chevron,117.11000061035156,118.08000183105469,116.86000061035156,117.27999877929688,104.28382873535156,10566300,2021,2021Q4
979,2021-11-17,Chevron,114.87000274658203,116.52999877929688,114.66000366210938,115.41999816894531,103.81609344482422,11108000,2021,2021Q4
980,2021-11-18,Chevron,114.8499984741211,115.37999725341797,113.41000366210938,114.44999694824219,102.94361877441406,8368600,2021,2021Q4
981,2021-11-19,Chevron,112.51000213623047,113.1500015258789,111.0999984741211,111.91000366210938,100.65898132324219,13532600,2021,2021Q4
982,2021-11-22,Chevron,112.0199966430664,115.19000244140625,111.8499984741211,113.91000366210938,102.45791625976562,9947100,2021,2021Q4
983,2021-11-23,Chevron,115.19000244140625,116.83999633789062,115.05999755859375,116.30000305175781,104.60762023925781,10366800,2021,2021Q4
984,2021-11-24,Chevron,116.80999755859375,118.0,116.68000030517578,117.19000244140625,105.40814971923828,8500900,2021,2021Q4
985,2021-11-26,Chevron,113.3499984741211,114.83000183105469,112.62999725341797,114.51000213623047,102.99759674072266,11861800,2021,2021Q4
986,2021-11-29,Chevron,116.33999633789062,117.16999816894531,114.70999908447266,114.8499984741211,103.30339050292969,12003800,2021,2021Q4
987,2021-11-30,Chevron,113.44999694824219,115.86000061035156,112.44000244140625,112.87000274658203,101.52246856689453,24451200,2021,2021Q4
988,2021-12-01,Chevron,114.94999694824219,116.05999755859375,112.08999633789062,112.0999984741211,100.82987213134766,12302700,2021,2021Q4
989,2021-12-02,Chevron,113.25,115.69999694824219,111.93000030517578,115.13999938964844,103.56423950195312,11392400,2021,2021Q4
990,2021-12-03,Chevron,116.73999786376953,117.0,113.58999633789062,114.41000366210938,102.90765380859375,10445100,2021,2021Q4
991,2021-12-06,Chevron,115.95999908447266,117.44999694824219,115.05000305175781,116.19999694824219,104.5176773071289,9833900,2021,2021Q4
992,2021-12-07,Chevron,117.23999786376953,118.66000366210938,117.23999786376953,117.91999816894531,106.06474304199219,11419600,2021,2021Q4
993,2021-12-08,Chevron,118.38999938964844,119.26000213623047,117.66000366210938,118.44999694824219,106.54147338867188,8827900,2021,2021Q4
994,2021-12-09,Chevron,117.8499984741211,118.5999984741211,117.58000183105469,118.13999938964844,106.26264190673828,8334700,2021,2021Q4
995,2021-12-10,Chevron,118.93000030517578,119.19999694824219,116.87000274658203,118.33999633789062,106.44252014160156,9090700,2021,2021Q4
996,2021-12-13,Chevron,117.45999908447266,117.8499984741211,115.61000061035156,115.87999725341797,104.22985076904297,8533000,2021,2021Q4
997,2021-12-14,Chevron,115.73999786376953,116.91999816894531,115.47000122070312,116.22000122070312,104.53565979003906,12245300,2021,2021Q4
998,2021-12-15,Chevron,116.31999969482422,116.31999969482422,113.94999694824219,115.55999755859375,103.94203186035156,11069500,2021,2021Q4
999,2021-12-16,Chevron,116.19000244140625,118.19000244140625,115.91999816894531,116.63999938964844,104.91344451904297,11344700,2021,2021Q4
1000,2021-12-17,Chevron,115.91999816894531,116.45999908447266,113.52999877929688,113.5999984741211,102.17906951904297,22727900,2021,2021Q4
1001,2021-12-20,Chevron,111.86000061035156,113.70999908447266,110.7300033569336,113.6500015258789,102.22405242919922,13464400,2021,2021Q4
1002,2021-12-21,Chevron,114.43000030517578,116.06999969482422,114.29000091552734,115.47000122070312,103.86106872558594,11368200,2021,2021Q4
1003,2021-12-22,Chevron,115.41999816894531,116.68000030517578,114.41000366210938,116.12999725341797,104.45470428466797,8345200,2021,2021Q4
1004,2021-12-23,Chevron,116.51000213623047,117.91999816894531,116.4000015258789,116.41000366210938,104.7065658569336,7416600,2021,2021Q4
1005,2021-12-27,Chevron,116.06999969482422,118.81999969482422,115.41000366210938,118.79000091552734,106.84728240966797,7745500,2021,2021Q4
1006,2021-12-28,Chevron,118.66000366210938,119.33999633789062,118.04000091552734,118.55999755859375,106.64041137695312,6516000,2021,2021Q4
1007,2021-12-29,Chevron,118.08000183105469,118.6500015258789,117.29000091552734,117.94999694824219,106.09174346923828,6957400,2021,2021Q4
1008,2021-12-30,Chevron,118.12999725341797,118.69000244140625,117.33999633789062,117.43000030517578,105.62401580810547,6016000,2021,2021Q4
1009,2021-12-31,Chevron,117.37999725341797,118.08999633789062,117.12999725341797,117.3499984741211,105.55206298828125,5706600,2021,2021Q4
1263,2021-01-04,ConocoPhillips,40.5,40.650001525878906,39.18000030517578,39.56999969482422,34.432674407958984,8597600,2021,2021Q1
1264,2021-01-05,ConocoPhillips,40.2400016784668,42.869998931884766,40.0,41.84000015258789,36.40796661376953,12393600,2021,2021Q1
1265,2021-01-06,ConocoPhillips,42.529998779296875,43.95000076293945,41.91999816894531,43.5099983215332,37.86112976074219,11035300,2021,2021Q1
1266,2021-01-07,ConocoPhillips,44.04999923706055,44.9900016784668,43.599998474121094,44.70000076293945,38.89664840698242,9648200,2021,2021Q1
1267,2021-01-08,ConocoPhillips,45.0,45.47999954223633,44.189998626708984,44.70000076293945,38.89664840698242,9448700,2021,2021Q1
1268,2021-01-11,ConocoPhillips,44.099998474121094,45.709999084472656,43.310001373291016,45.36000061035156,39.47096633911133,10839600,2021,2021Q1
1269,2021-01-12,ConocoPhillips,46.02000045776367,47.66999816894531,45.720001220703125,47.41999816894531,41.263519287109375,13013700,2021,2021Q1
1270,2021-01-13,ConocoPhillips,47.349998474121094,47.470001220703125,46.599998474121094,47.029998779296875,40.92414474487305,11839900,2021,2021Q1
1271,2021-01-14,ConocoPhillips,47.41999816894531,48.290000915527344,46.77000045776367,47.869998931884766,41.655086517333984,12857900,2021,2021Q1
1272,2021-01-15,ConocoPhillips,47.279998779296875,47.279998779296875,44.529998779296875,45.119998931884766,39.262115478515625,30004600,2021,2021Q1
1273,2021-01-19,ConocoPhillips,45.150001525878906,46.150001525878906,44.86000061035156,46.0,40.02787399291992,14498800,2021,2021Q1
1274,2021-01-20,ConocoPhillips,46.369998931884766,46.4900016784668,45.29999923706055,45.36000061035156,39.47096633911133,21178000,2021,2021Q1
1275,2021-01-21,ConocoPhillips,45.40999984741211,45.70000076293945,42.70000076293945,43.189998626708984,37.58268737792969,16897000,2021,2021Q1
1276,2021-01-22,ConocoPhillips,42.060001373291016,42.97999954223633,41.75,42.689998626708984,37.14760208129883,9535400,2021,2021Q1
1277,2021-01-25,ConocoPhillips,42.130001068115234,42.630001068115234,41.2400016784668,42.58000183105469,37.05188751220703,10739700,2021,2021Q1
1278,2021-01-26,ConocoPhillips,43.06999969482422,43.70000076293945,41.61000061035156,41.68000030517578,36.26873016357422,7616300,2021,2021Q1
1279,2021-01-27,ConocoPhillips,40.97999954223633,42.09000015258789,40.209999084472656,40.650001525878906,35.37245178222656,8841600,2021,2021Q1
1280,2021-01-28,ConocoPhillips,41.11000061035156,41.63999938964844,40.380001068115234,41.11000061035156,35.772727966308594,10283300,2021,2021Q1
1281,2021-01-29,ConocoPhillips,40.61000061035156,41.459999084472656,39.97999954223633,40.029998779296875,34.83293914794922,11660400,2021,2021Q1
1282,2021-02-01,ConocoPhillips,40.43000030517578,40.97999954223633,39.70000076293945,40.709999084472656,35.42465591430664,9229400,2021,2021Q1
1283,2021-02-02,ConocoPhillips,41.54999923706055,42.29999923706055,40.900001525878906,40.970001220703125,35.65091323852539,8834000,2021,2021Q1
1284,2021-02-03,ConocoPhillips,41.25,43.630001068115234,41.0099983215332,43.209999084472656,37.60009002685547,11133600,2021,2021Q1
1285,2021-02-04,ConocoPhillips,43.61000061035156,44.02000045776367,42.59000015258789,44.0099983215332,38.296226501464844,11372300,2021,2021Q1
1286,2021-02-05,ConocoPhillips,44.88999938964844,44.91999816894531,44.09000015258789,44.41999816894531,38.65300750732422,9543400,2021,2021Q1
1287,2021-02-08,ConocoPhillips,45.25,47.22999954223633,45.099998474121094,46.779998779296875,40.70660400390625,12181600,2021,2021Q1
1288,2021-02-09,ConocoPhillips,46.220001220703125,47.439998626708984,45.86000061035156,46.880001068115234,40.793617248535156,8990300,2021,2021Q1
1289,2021-02-10,ConocoPhillips,47.189998626708984,48.0,46.40999984741211,47.25,41.11558151245117,10853200,2021,2021Q1
1290,2021-02-11,ConocoPhillips,46.5,46.52000045776367,45.209999084472656,46.439998626708984,40.781890869140625,8939100,2021,2021Q1
1291,2021-02-12,ConocoPhillips,46.11000061035156,47.220001220703125,45.95000076293945,47.15999984741211,41.414161682128906,8805400,2021,2021Q1
1292,2021-02-16,ConocoPhillips,48.0,49.22999954223633,47.81999969482422,48.849998474121094,42.89825439453125,11066700,2021,2021Q1
1293,2021-02-17,ConocoPhillips,49.189998626708984,49.47999954223633,48.2599983215332,49.36000061035156,43.34611892700195,9055700,2021,2021Q1
1294,2021-02-18,ConocoPhillips,49.0,49.130001068115234,47.630001068115234,47.689998626708984,41.879581451416016,8382200,2021,2021Q1
1295,2021-02-19,ConocoPhillips,47.650001525878906,48.56999969482422,47.5099983215332,48.41999816894531,42.52064514160156,8502500,2021,2021Q1
1296,2021-02-22,ConocoPhillips,49.16999816894531,51.68000030517578,48.810001373291016,50.880001068115234,44.68092346191406,12331000,2021,2021Q1
1297,2021-02-23,ConocoPhillips,52.0,52.5,49.65999984741211,52.099998474121094,45.752281188964844,10796500,2021,2021Q1
1298,2021-02-24,ConocoPhillips,52.0,54.88999938964844,51.459999084472656,54.66999816894531,48.009159088134766,12286600,2021,2021Q1
1299,2021-02-25,ConocoPhillips,54.970001220703125,55.5099983215332,52.02000045776367,53.029998779296875,46.568965911865234,12864500,2021,2021Q1
1300,2021-02-26,ConocoPhillips,52.599998474121094,52.86000061035156,50.86000061035156,52.0099983215332,45.673240661621094,13234100,2021,2021Q1
1301,2021-03-01,ConocoPhillips,53.470001220703125,53.959999084472656,52.16999816894531,52.61000061035156,46.20014953613281,7182500,2021,2021Q1
1302,2021-03-02,ConocoPhillips,52.5099983215332,53.290000915527344,52.2400016784668,52.279998779296875,45.91035079956055,7741100,2021,2021Q1
1303,2021-03-03,ConocoPhillips,52.65999984741211,54.7599983215332,52.54999923706055,53.65999984741211,47.12221145629883,8007500,2021,2021Q1
1304,2021-03-04,ConocoPhillips,53.959999084472656,56.9900016784668,53.68000030517578,55.619998931884766,48.843421936035156,15181000,2021,2021Q1
1305,2021-03-05,ConocoPhillips,58.0,59.4900016784668,57.11000061035156,58.34000015258789,51.232032775878906,18699600,2021,2021Q1
1306,2021-03-08,ConocoPhillips,58.77000045776367,59.939998626708984,57.689998626708984,58.779998779296875,51.6184196472168,11283400,2021,2021Q1
1307,2021-03-09,ConocoPhillips,58.630001068115234,59.599998474121094,57.45000076293945,57.900001525878906,50.84563064575195,10193200,2021,2021Q1
1308,2021-03-10,ConocoPhillips,57.86000061035156,59.77000045776367,57.380001068115234,59.41999816894531,52.180423736572266,12002400,2021,2021Q1
1309,2021-03-11,ConocoPhillips,59.5099983215332,61.13999938964844,59.400001525878906,59.83000183105469,52.54048156738281,9328100,2021,2021Q1
1310,2021-03-12,ConocoPhillips,60.2400016784668,60.470001220703125,58.97999954223633,59.189998626708984,51.978450775146484,6758400,2021,2021Q1
1311,2021-03-15,ConocoPhillips,57.88999938964844,58.56999969482422,56.970001220703125,58.15999984741211,51.07395553588867,9825200,2021,2021Q1
1312,2021-03-16,ConocoPhillips,57.08000183105469,57.400001525878906,55.970001220703125,56.58000183105469,49.68645477294922,9399900,2021,2021Q1
1313,2021-03-17,ConocoPhillips,56.31999969482422,57.130001068115234,55.52000045776367,56.83000183105469,49.9059944152832,9461700,2021,2021Q1
1314,2021-03-18,ConocoPhillips,56.40999984741211,56.58000183105469,53.11000061035156,53.380001068115234,46.87632369995117,12297200,2021,2021Q1
1315,2021-03-19,ConocoPhillips,53.290000915527344,54.119998931884766,52.349998474121094,52.599998474121094,46.19136428833008,26925500,2021,2021Q1
1316,2021-03-22,ConocoPhillips,52.86000061035156,53.0099983215332,52.040000915527344,52.2400016784668,45.87521743774414,11003000,2021,2021Q1
1317,2021-03-23,ConocoPhillips,51.119998931884766,52.779998779296875,50.529998779296875,51.709999084472656,45.40980529785156,11853800,2021,2021Q1
1318,2021-03-24,ConocoPhillips,52.7599983215332,53.95000076293945,52.68000030517578,53.209999084472656,46.7270393371582,9671100,2021,2021Q1
1319,2021-03-25,ConocoPhillips,52.060001373291016,53.79999923706055,51.56999969482422,53.56999969482422,47.043182373046875,9275200,2021,2021Q1
1320,2021-03-26,ConocoPhillips,54.65999984741211,55.119998931884766,54.029998779296875,55.040000915527344,48.334075927734375,8723100,2021,2021Q1
1321,2021-03-29,ConocoPhillips,54.5,54.52000045776367,53.119998931884766,53.84000015258789,47.28028106689453,7901000,2021,2021Q1
1322,2021-03-30,ConocoPhillips,53.20000076293945,54.15999984741211,53.040000915527344,53.43000030517578,46.92024230957031,7910200,2021,2021Q1
1323,2021-03-31,ConocoPhillips,53.310001373291016,53.689998626708984,52.650001525878906,52.970001220703125,46.51628112792969,9293100,2021,2021Q1
1324,2021-04-01,ConocoPhillips,53.119998931884766,54.040000915527344,52.529998779296875,54.02000045776367,47.4383659362793,10165000,2021,2021Q2
1325,2021-04-05,ConocoPhillips,53.90999984741211,53.90999984741211,51.95000076293945,52.209999084472656,45.84888458251953,10460000,2021,2021Q2
1326,2021-04-06,ConocoPhillips,52.619998931884766,53.65999984741211,52.40999984741211,52.58000183105469,46.173797607421875,6253600,2021,2021Q2
1327,2021-04-07,ConocoPhillips,52.790000915527344,53.15999984741211,52.13999938964844,52.380001068115234,45.9981689453125,12408400,2021,2021Q2
1328,2021-04-08,ConocoPhillips,51.619998931884766,51.81999969482422,51.040000915527344,51.2400016784668,44.99706268310547,10040800,2021,2021Q2
1329,2021-04-09,ConocoPhillips,51.369998931884766,51.9900016784668,50.91999816894531,51.22999954223633,44.988285064697266,6665300,2021,2021Q2
1330,2021-04-12,ConocoPhillips,51.75,52.2400016784668,50.81999969482422,50.86000061035156,44.66335678100586,8564000,2021,2021Q2
1331,2021-04-13,ConocoPhillips,50.47999954223633,51.33000183105469,50.38999938964844,50.790000915527344,44.601898193359375,6980000,2021,2021Q2
1332,2021-04-14,ConocoPhillips,51.380001068115234,53.560001373291016,51.380001068115234,52.689998626708984,46.27039337158203,8342200,2021,2021Q2
1333,2021-04-15,ConocoPhillips,52.70000076293945,52.810001373291016,51.77000045776367,51.900001525878906,45.5766487121582,6763700,2021,2021Q2
1334,2021-04-16,ConocoPhillips,52.2400016784668,52.29999923706055,51.040000915527344,51.09000015258789,44.86533737182617,7665500,2021,2021Q2
1335,2021-04-19,ConocoPhillips,51.290000915527344,51.72999954223633,50.58000183105469,50.88999938964844,44.6897087097168,6587700,2021,2021Q2
1336,2021-04-20,ConocoPhillips,50.5,50.63999938964844,48.41999816894531,48.650001525878906,42.722618103027344,11928600,2021,2021Q2
1337,2021-04-21,ConocoPhillips,48.029998779296875,50.130001068115234,47.849998474121094,50.040000915527344,43.943267822265625,7718900,2021,2021Q2
1338,2021-04-22,ConocoPhillips,50.040000915527344,50.08000183105469,49.189998626708984,49.459999084472656,43.43393325805664,6582700,2021,2021Q2
1339,2021-04-23,ConocoPhillips,49.43000030517578,50.0,49.15999984741211,49.720001220703125,43.66226577758789,5670100,2021,2021Q2
1340,2021-04-26,ConocoPhillips,49.63999938964844,50.91999816894531,49.599998474121094,50.25,44.127681732177734,6642400,2021,2021Q2
1341,2021-04-27,ConocoPhillips,50.439998626708984,51.689998626708984,50.2599983215332,51.29999923706055,45.04975128173828,8309600,2021,2021Q2
1342,2021-04-28,ConocoPhillips,51.70000076293945,53.349998474121094,51.66999816894531,53.040000915527344,46.577754974365234,8897100,2021,2021Q2
1343,2021-04-29,ConocoPhillips,54.0,54.5,52.849998474121094,53.130001068115234,46.65678787231445,9446900,2021,2021Q2
1344,2021-04-30,ConocoPhillips,52.18000030517578,53.0099983215332,50.970001220703125,51.13999938964844,44.90924835205078,9448200,2021,2021Q2
1345,2021-05-03,ConocoPhillips,51.91999816894531,52.93000030517578,51.560001373291016,52.7400016784668,46.314308166503906,9325100,2021,2021Q2
1346,2021-05-04,ConocoPhillips,51.72999954223633,53.029998779296875,51.63999938964844,52.56999969482422,46.16501998901367,12834300,2021,2021Q2
1347,2021-05-05,ConocoPhillips,54.349998474121094,55.66999816894531,53.220001220703125,55.439998626708984,48.685340881347656,12715300,2021,2021Q2
1348,2021-05-06,ConocoPhillips,55.5,55.720001220703125,53.689998626708984,55.70000076293945,48.91367721557617,9648200,2021,2021Q2
1349,2021-05-07,ConocoPhillips,55.06999969482422,57.34000015258789,54.81999969482422,57.099998474121094,50.14309310913086,9645500,2021,2021Q2
1350,2021-05-10,ConocoPhillips,58.209999084472656,59.34000015258789,56.959999084472656,57.0,50.055274963378906,8801700,2021,2021Q2
1351,2021-05-11,ConocoPhillips,55.790000915527344,56.720001220703125,55.150001525878906,55.720001220703125,48.93122863769531,9741400,2021,2021Q2
1352,2021-05-12,ConocoPhillips,56.11000061035156,57.709999084472656,55.459999084472656,55.689998626708984,48.90489196777344,7925100,2021,2021Q2
1353,2021-05-13,ConocoPhillips,54.61000061035156,55.43000030517578,53.56999969482422,54.2400016784668,48.002197265625,7581500,2021,2021Q2
1354,2021-05-14,ConocoPhillips,55.040000915527344,56.650001525878906,55.029998779296875,56.52000045776367,50.01999282836914,6419900,2021,2021Q2
1355,2021-05-17,ConocoPhillips,56.06999969482422,58.33000183105469,56.06999969482422,58.29999923706055,51.595272064208984,11441900,2021,2021Q2
1356,2021-05-18,ConocoPhillips,58.27000045776367,58.63999938964844,56.959999084472656,57.290000915527344,50.701416015625,10322000,2021,2021Q2
1357,2021-05-19,ConocoPhillips,55.939998626708984,56.529998779296875,54.81999969482422,55.58000183105469,49.18809509277344,9406200,2021,2021Q2
1358,2021-05-20,ConocoPhillips,55.650001525878906,55.65999984741211,54.630001068115234,55.38999938964844,49.01993942260742,8798800,2021,2021Q2
1359,2021-05-21,ConocoPhillips,56.060001373291016,56.43000030517578,55.56999969482422,55.650001525878906,49.250030517578125,6032300,2021,2021Q2
1360,2021-05-24,ConocoPhillips,56.119998931884766,56.2599983215332,55.2599983215332,56.099998474121094,49.648277282714844,6372800,2021,2021Q2
1361,2021-05-25,ConocoPhillips,56.0,56.380001068115234,54.77000045776367,54.880001068115234,48.5685920715332,8090600,2021,2021Q2
1362,2021-05-26,ConocoPhillips,55.06999969482422,55.560001373291016,54.66999816894531,55.41999816894531,49.04648208618164,6716000,2021,2021Q2
1363,2021-05-27,ConocoPhillips,55.72999954223633,56.31999969482422,55.119998931884766,55.529998779296875,49.14382553100586,7484100,2021,2021Q2
1364,2021-05-28,ConocoPhillips,55.79999923706055,55.95000076293945,55.31999969482422,55.7400016784668,49.32967758178711,5745400,2021,2021Q2
1365,2021-06-01,ConocoPhillips,57.08000183105469,58.47999954223633,57.04999923706055,58.27000045776367,51.568721771240234,9943600,2021,2021Q2
1366,2021-06-02,ConocoPhillips,58.65999984741211,59.40999984741211,57.7400016784668,58.9900016784668,52.2059326171875,6103300,2021,2021Q2
1367,2021-06-03,ConocoPhillips,58.720001220703125,60.0,58.560001373291016,59.470001220703125,52.63072204589844,8280800,2021,2021Q2
1368,2021-06-04,ConocoPhillips,59.81999969482422,60.130001068115234,58.900001525878906,59.849998474121094,52.967018127441406,6504800,2021,2021Q2
1369,2021-06-07,ConocoPhillips,59.810001373291016,60.529998779296875,59.59000015258789,59.810001373291016,52.93162155151367,5405100,2021,2021Q2
1370,2021-06-08,ConocoPhillips,59.43000030517578,60.619998931884766,58.630001068115234,60.470001220703125,53.515724182128906,7345200,2021,2021Q2
1371,2021-06-09,ConocoPhillips,60.630001068115234,60.880001068115234,59.58000183105469,59.68000030517578,52.81657028198242,7026300,2021,2021Q2
1372,2021-06-10,ConocoPhillips,61.0099983215332,61.279998779296875,59.279998779296875,60.16999816894531,53.250213623046875,9396000,2021,2021Q2
1373,2021-06-11,ConocoPhillips,60.5,60.93000030517578,59.79999923706055,59.970001220703125,53.07322311401367,8117000,2021,2021Q2
1374,2021-06-14,ConocoPhillips,60.650001525878906,61.06999969482422,59.849998474121094,60.310001373291016,53.37411880493164,7744300,2021,2021Q2
1375,2021-06-15,ConocoPhillips,60.70000076293945,61.560001373291016,60.470001220703125,61.16999816894531,54.13520812988281,7835700,2021,2021Q2
1376,2021-06-16,ConocoPhillips,61.09000015258789,61.779998779296875,60.560001373291016,61.130001068115234,54.09981155395508,9745800,2021,2021Q2
1377,2021-06-17,ConocoPhillips,60.900001525878906,61.56999969482422,58.54999923706055,59.0099983215332,52.22362518310547,13667200,2021,2021Q2
1378,2021-06-18,ConocoPhillips,57.880001068115234,59.209999084472656,57.47999954223633,57.529998779296875,50.91382598876953,18583800,2021,2021Q2
1379,2021-06-21,ConocoPhillips,58.22999954223633,60.529998779296875,58.209999084472656,60.45000076293945,53.49802017211914,8234300,2021,2021Q2
1380,2021-06-22,ConocoPhillips,60.150001525878906,61.119998931884766,59.63999938964844,60.790000915527344,53.79891586303711,6745100,2021,2021Q2
1381,2021-06-23,ConocoPhillips,61.099998474121094,62.349998474121094,60.75,60.7599983215332,53.77236557006836,8184000,2021,2021Q2
1382,2021-06-24,ConocoPhillips,60.970001220703125,61.5099983215332,60.31999969482422,61.38999938964844,54.32992172241211,6424400,2021,2021Q2
1383,2021-06-25,ConocoPhillips,61.70000076293945,61.75,61.02000045776367,61.310001373291016,54.25910949707031,8099200,2021,2021Q2
1384,2021-06-28,ConocoPhillips,61.119998931884766,61.16999816894531,59.369998931884766,59.59000015258789,52.736915588378906,7647300,2021,2021Q2
1385,2021-06-29,ConocoPhillips,60.099998474121094,60.20000076293945,58.84000015258789,59.04999923706055,52.259029388427734,6437000,2021,2021Q2
1386,2021-06-30,ConocoPhillips,60.47999954223633,60.95000076293945,59.810001373291016,60.900001525878906,53.896263122558594,9309600,2021,2021Q2
1387,2021-07-01,ConocoPhillips,62.689998626708984,63.56999969482422,62.349998474121094,62.880001068115234,55.648555755615234,11637200,2021,2021Q3
1388,2021-07-02,ConocoPhillips,62.459999084472656,63.16999816894531,61.59000015258789,62.75,55.53351974487305,7635000,2021,2021Q3
1389,2021-07-06,ConocoPhillips,62.779998779296875,62.88999938964844,60.209999084472656,60.279998779296875,53.347564697265625,11699400,2021,2021Q3
1390,2021-07-07,ConocoPhillips,60.0,60.779998779296875,58.630001068115234,59.0099983215332,52.22362518310547,8239600,2021,2021Q3
1391,2021-07-08,ConocoPhillips,58.25,59.63999938964844,57.9900016784668,59.209999084472656,52.40061569213867,10551500,2021,2021Q3
1392,2021-07-09,ConocoPhillips,59.75,60.459999084472656,59.34000015258789,60.130001068115234,53.214820861816406,6973700,2021,2021Q3
1393,2021-07-12,ConocoPhillips,58.90999984741211,60.439998626708984,58.72999954223633,59.79999923706055,52.92277145385742,6063100,2021,2021Q3
1394,2021-07-13,ConocoPhillips,59.4900016784668,59.9900016784668,58.79999923706055,59.459999084472656,52.62187194824219,6510400,2021,2021Q3
1395,2021-07-14,ConocoPhillips,59.88999938964844,60.61000061035156,57.34000015258789,57.66999816894531,51.0377197265625,8489600,2021,2021Q3
1396,2021-07-15,ConocoPhillips,57.0,58.220001220703125,56.790000915527344,57.08000183105469,50.51557922363281,8723300,2021,2021Q3
1397,2021-07-16,ConocoPhillips,57.70000076293945,57.900001525878906,55.310001373291016,55.5,49.117286682128906,8805300,2021,2021Q3
1398,2021-07-19,ConocoPhillips,53.43000030517578,54.29999923706055,52.81999969482422,53.70000076293945,47.52429962158203,13342100,2021,2021Q3
1399,2021-07-20,ConocoPhillips,53.5,55.25,53.279998779296875,54.470001220703125,48.205745697021484,9358200,2021,2021Q3
1400,2021-07-21,ConocoPhillips,55.72999954223633,57.41999816894531,55.61000061035156,57.02000045776367,50.46247482299805,9378000,2021,2021Q3
1401,2021-07-22,ConocoPhillips,57.02000045776367,57.209999084472656,56.18000030517578,56.66999816894531,50.15272903442383,6765500,2021,2021Q3
1402,2021-07-23,ConocoPhillips,56.0,56.279998779296875,54.7400016784668,55.34000015258789,49.35015106201172,10623800,2021,2021Q3
1403,2021-07-26,ConocoPhillips,55.709999084472656,57.349998474121094,55.56999969482422,56.869998931884766,50.71453857421875,8756300,2021,2021Q3
1404,2021-07-27,ConocoPhillips,56.15999984741211,56.619998931884766,55.34000015258789,56.33000183105469,50.23299026489258,7363600,2021,2021Q3
1405,2021-07-28,ConocoPhillips,56.47999954223633,57.150001525878906,55.810001373291016,56.720001220703125,50.580787658691406,6167200,2021,2021Q3
1406,2021-07-29,ConocoPhillips,57.41999816894531,57.84000015258789,56.86000061035156,57.08000183105469,50.90181350708008,6306400,2021,2021Q3
1407,2021-07-30,ConocoPhillips,56.7599983215332,56.900001525878906,55.720001220703125,56.060001373291016,49.992218017578125,8660100,2021,2021Q3
1408,2021-08-02,ConocoPhillips,56.529998779296875,57.7599983215332,55.33000183105469,55.380001068115234,49.38581848144531,8469500,2021,2021Q3
1409,2021-08-03,ConocoPhillips,55.09000015258789,56.77000045776367,54.5099983215332,56.63999938964844,50.50943374633789,9888200,2021,2021Q3
1410,2021-08-04,ConocoPhillips,55.33000183105469,56.5,54.90999984741211,54.93000030517578,48.98452377319336,7629600,2021,2021Q3
1411,2021-08-05,ConocoPhillips,55.459999084472656,56.619998931884766,55.04999923706055,55.95000076293945,49.894126892089844,6573100,2021,2021Q3
1412,2021-08-06,ConocoPhillips,56.59000015258789,57.16999816894531,56.099998474121094,56.5,50.38459014892578,5038900,2021,2021Q3
1413,2021-08-09,ConocoPhillips,55.66999816894531,56.16999816894531,55.22999954223633,55.45000076293945,49.448238372802734,5410600,2021,2021Q3
1414,2021-08-10,ConocoPhillips,55.849998474121094,56.779998779296875,55.7599983215332,56.47999954223633,50.366756439208984,6781800,2021,2021Q3
1415,2021-08-11,ConocoPhillips,56.380001068115234,57.36000061035156,55.95000076293945,57.189998626708984,50.99991226196289,6071800,2021,2021Q3
1416,2021-08-12,ConocoPhillips,57.13999938964844,57.58000183105469,56.529998779296875,57.040000915527344,50.86613845825195,4729200,2021,2021Q3
1417,2021-08-13,ConocoPhillips,56.95000076293945,57.22999954223633,55.849998474121094,55.970001220703125,49.91195297241211,7399800,2021,2021Q3
1418,2021-08-16,ConocoPhillips,55.220001220703125,55.58000183105469,54.599998474121094,54.810001373291016,48.87751388549805,7464600,2021,2021Q3
